Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
420,Olivier Sarr,C,24,OKC,9,0,7.6,0.7,1.2,.545,0.2,0.6,.400,0.4,0.7,.667,.636,0.7,0.9,.750,0.7,2.2,2.9,0.2,0.0,0.6,0.2,1.6,2.2,2024
421,Marcus Sasser,PG,23,DET,39,0,15.5,2.7,5.8,.469,1.0,2.5,.398,1.7,3.3,.523,.555,0.7,0.8,.906,0.2,1.4,1.5,2.6,0.6,0.2,0.9,1.3,7.2,2024
422,Admiral Schofield,PF,26,ORL,12,0,3.8,0.4,1.3,.333,0.2,0.8,.222,0.3,0.5,.500,.400,0.0,0.2,.000,0.1,0.5,0.6,0.3,0.0,0.0,0.3,0.6,1.0,2024
423,Dennis Schröder,PG,30,TOR,44,31,31.0,5.0,11.1,.451,1.6,4.4,.359,3.4,6.7,.510,.522,2.3,2.7,.858,0.4,2.2,2.6,6.3,0.8,0.1,1.5,2.1,13.9,2024
424,Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8,2024
425,Alperen Şengün,C,21,HOU,42,42,32.6,8.7,16.1,.538,0.6,2.0,.282,8.1,14.1,.575,.556,4.0,5.6,.718,2.7,6.5,9.2,5.0,1.2,0.8,2.6,3.3,22.0,2024
426,Brice Sensabaugh,SF,20,UTA,4,0,3.0,0.5,1.5,.333,0.3,0.5,.500,0.3,1.0,.250,.417,0.0,0.0,,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,1.3,2024
427,Collin Sexton,SG,25,UTA,44,21,24.2,5.9,12.2,.486,1.5,3.9,.376,4.4,8.2,.539,.547,4.1,4.7,.888,0.9,1.7,2.6,4.0,0.7,0.2,1.8,2.1,17.4,2024
428,Landry Shamet,SG,26,WAS,26,0,15.5,3.0,6.3,.473,1.4,3.5,.391,1.6,2.8,.575,.582,0.8,1.1,.724,0.2,1.0,1.2,1.4,0.6,0.3,0.7,1.8,8.2,2024
429,Day'Ron Sharpe,C,22,BRK,37,1,16.0,3.0,5.2,.575,0.0,0.2,.143,3.0,5.0,.591,.578,1.5,2.4,.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5,2024
430,Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,2024
431,Ben Sheppard,SG,22,IND,21,0,9.1,1.0,2.8,.362,0.5,1.8,.297,0.5,1.0,.476,.457,0.4,0.6,.750,0.3,0.8,1.0,0.8,0.5,0.0,0.0,1.1,3.0,2024
432,Pascal Siakam,PF,29,TOT,41,41,34.6,8.3,15.9,.522,1.2,3.7,.318,7.1,12.2,.584,.559,4.2,5.6,.749,1.4,4.9,6.2,4.9,0.8,0.2,2.1,2.4,22.0,2024
432,Pascal Siakam,PF,29,TOR,39,39,34.7,8.3,16.0,.522,1.2,3.7,.317,7.2,12.3,.584,.559,4.3,5.7,.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2,2024
432,Pascal Siakam,PF,29,IND,2,2,32.0,7.5,14.0,.536,1.0,3.0,.333,6.5,11.0,.591,.571,2.0,4.0,.500,1.0,4.0,5.0,5.0,0.5,0.0,2.0,5.5,18.0,2024
433,Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,.528,0.0,0.0,,3.2,6.0,.528,.528,0.2,0.7,.250,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5,2024
434,Anfernee Simons,SG,24,POR,20,20,32.9,7.8,18.4,.422,3.3,8.5,.385,4.5,9.9,.455,.511,4.0,4.5,.899,0.5,3.0,3.4,4.8,0.5,0.1,2.4,1.9,22.8,2024
435,Jericho Sims,C,25,NYK,19,5,6.3,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.2,0.3,.600,0.3,1.1,1.4,0.2,0.1,0.1,0.2,0.7,1.2,2024
436,Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
437,Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8,2024
438,Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
439,Marcus Smart,PG,29,MEM,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,2024
440,Dennis Smith Jr.,PG,26,BRK,27,1,19.7,2.9,6.7,.434,0.6,2.0,.291,2.3,4.7,.496,.478,1.0,1.2,.813,1.0,2.3,3.3,4.1,1.1,0.2,1.1,2.4,7.4,2024
441,Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,2024
442,Ish Smith,PG,35,CHO,34,2,16.5,1.7,3.6,.468,0.1,0.2,.333,1.6,3.5,.475,.476,0.1,0.1,.750,0.3,1.4,1.6,3.1,0.4,0.1,1.2,1.0,3.6,2024
443,Jabari Smith Jr.,PF,20,HOU,40,40,31.7,5.0,10.6,.474,1.7,4.5,.382,3.3,6.2,.541,.554,1.9,2.4,.809,2.0,6.8,8.7,1.5,0.6,0.8,1.2,2.9,13.7,2024
444,Jalen Smith,C,23,IND,30,12,17.8,3.9,6.2,.631,1.1,2.3,.500,2.8,4.0,.706,.722,1.4,1.9,.719,1.5,4.0,5.5,1.1,0.2,0.5,0.9,2.3,10.4,2024
445,Nick Smith Jr.,SG,19,CHO,26,0,15.0,2.5,6.0,.423,1.3,3.0,.455,1.2,3.0,.392,.535,0.1,0.2,.750,0.5,1.2,1.7,1.1,0.1,0.3,0.9,1.1,6.5,2024
446,Terquavion Smith,PG,21,PHI,3,0,1.0,0.7,1.0,.667,0.7,0.7,1.000,0.0,0.3,.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024
447,Jeremy Sochan,PF,20,SAS,43,42,29.5,4.4,10.1,.439,1.0,2.7,.381,3.4,7.3,.460,.491,1.6,2.0,.784,1.6,4.1,5.7,4.0,0.7,0.4,1.9,2.4,11.5,2024
448,Jaden Springer,SG,21,PHI,24,0,9.9,1.1,3.2,.351,0.2,1.0,.200,0.9,2.2,.423,.383,0.5,0.8,.722,0.8,0.6,1.4,0.9,0.5,0.4,0.8,1.4,3.0,2024
449,Lamar Stevens,PF,26,BOS,16,1,6.4,0.9,2.1,.441,0.1,0.4,.286,0.8,1.7,.481,.471,0.4,0.5,.750,0.5,0.9,1.4,0.4,0.4,0.3,0.4,0.8,2.4,2024
450,Isaiah Stewart,PF,22,DET,32,31,30.6,4.1,8.7,.469,1.5,3.8,.382,2.6,4.8,.539,.554,1.4,1.9,.754,1.8,5.1,6.9,1.8,0.4,0.8,1.6,2.5,11.0,2024
451,Julian Strawther,SF,21,DEN,33,0,13.9,2.2,5.6,.384,1.1,3.5,.322,1.0,2.1,.486,.484,0.5,0.7,.696,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.9,2024
452,Max Strus,SF,27,CLE,41,41,33.0,4.6,11.5,.402,2.6,7.6,.338,2.0,3.9,.528,.514,1.0,1.3,.811,0.8,4.1,4.9,3.8,0.9,0.5,1.6,2.6,12.8,2024
453,Jalen Suggs,SG,22,ORL,40,40,26.7,4.6,10.1,.455,2.0,5.2,.391,2.6,4.9,.523,.556,1.7,2.2,.773,0.7,2.6,3.4,2.4,1.3,0.7,2.0,2.9,12.9,2024
454,Cole Swider,SF,24,MIA,8,0,4.8,1.1,2.4,.474,0.6,1.8,.357,0.5,0.6,.800,.605,0.0,0.0,,0.1,0.1,0.3,0.4,0.1,0.1,0.4,0.1,2.9,2024
455,Jae'Sean Tate,SF,28,HOU,40,9,18.6,1.9,3.9,.477,0.5,1.5,.295,1.4,2.4,.596,.535,0.5,0.7,.714,1.1,2.4,3.5,1.1,0.7,0.2,0.4,2.5,4.7,2024
456,Jayson Tatum,PF,25,BOS,41,41,36.0,9.1,19.4,.469,3.0,8.3,.361,6.1,11.0,.550,.546,5.9,7.2,.808,0.9,7.5,8.4,4.4,1.0,0.5,2.5,2.1,27.0,2024
457,Terry Taylor,PF,24,CHI,16,0,6.8,0.8,1.4,.591,0.0,0.3,.000,0.8,1.1,.765,.591,0.1,0.1,1.000,0.8,0.5,1.3,0.3,0.2,0.1,0.4,0.8,1.7,2024
458,Garrett Temple,SG,37,TOR,11,0,4.1,0.5,1.2,.462,0.2,0.5,.400,0.4,0.7,.500,.538,0.4,0.4,1.000,0.3,0.5,0.7,0.5,0.2,0.0,0.2,0.3,1.6,2024
459,Dalen Terry,SG,21,CHI,29,1,10.1,0.7,2.0,.356,0.2,1.2,.200,0.5,0.8,.583,.415,0.5,0.7,.750,0.3,1.3,1.7,1.2,0.2,0.3,0.6,1.2,2.2,2024
460,Daniel Theis,C,31,TOT,31,1,16.8,2.6,5.0,.519,0.4,1.0,.433,2.2,4.1,.540,.561,0.9,1.2,.730,1.6,2.0,3.6,0.8,0.5,0.9,0.7,2.3,6.5,2024
460,Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2024
460,Daniel Theis,C,31,LAC,30,1,17.1,2.7,5.1,.526,0.4,1.0,.448,2.2,4.1,.545,.569,0.9,1.2,.730,1.7,2.1,3.7,0.9,0.5,1.0,0.7,2.3,6.7,2024
461,Cam Thomas,SG,22,BRK,33,20,28.6,7.5,17.3,.437,1.9,5.5,.352,5.6,11.8,.477,.493,3.5,4.4,.807,0.2,2.3,2.5,2.4,0.5,0.3,1.6,1.9,20.6,2024
462,Amen Thompson,SF,21,HOU,23,1,16.4,2.4,5.3,.455,0.2,1.3,.133,2.2,4.0,.560,.471,1.3,1.9,.682,1.0,3.1,4.1,2.0,1.0,0.3,1.2,1.9,6.3,2024
463,Ausar Thompson,SF,21,DET,43,24,23.7,3.4,7.4,.464,0.3,1.7,.155,3.2,5.8,.552,.481,1.2,1.9,.638,2.2,4.7,6.8,2.0,0.8,0.9,1.3,3.0,8.3,2024
464,Klay Thompson,SF,33,GSW,39,39,30.4,6.0,14.2,.424,3.3,8.6,.386,2.7,5.6,.484,.542,1.9,2.1,.902,0.6,2.9,3.5,2.4,0.5,0.5,1.7,1.8,17.3,2024
465,Tristan Thompson,PF,32,CLE,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8,2024
466,JT Thor,PF,21,CHO,35,1,14.8,1.3,3.6,.362,0.5,1.6,.316,0.8,2.0,.400,.433,0.1,0.3,.444,1.1,1.7,2.8,0.4,0.2,0.5,0.3,1.1,3.3,2024
467,Matisse Thybulle,SF,26,POR,40,14,22.6,1.9,4.6,.412,1.3,3.6,.366,0.6,0.9,.595,.558,0.3,0.4,.813,0.4,1.5,1.9,1.1,1.6,0.9,0.5,1.2,5.4,2024
468,Xavier Tillman Sr.,C,25,MEM,30,12,20.5,2.6,6.4,.404,0.4,1.7,.220,2.2,4.8,.469,.433,0.4,1.1,.394,1.7,3.1,4.7,1.7,1.2,0.9,0.9,1.6,6.0,2024
469,Jacob Toppin,SF,23,NYK,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,2024
470,Obi Toppin,PF,25,IND,43,28,23.4,4.4,7.6,.583,1.3,3.3,.408,3.1,4.3,.717,.672,1.1,1.4,.770,1.0,2.9,3.9,1.6,0.5,0.5,0.7,2.1,11.3,2024
471,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,2024
472,Karl-Anthony Towns,PF,28,MIN,42,42,33.0,8.0,15.5,.515,2.2,5.0,.447,5.8,10.5,.548,.587,4.4,4.9,.884,1.5,7.3,8.8,3.0,0.7,0.5,2.9,3.4,22.5,2024
473,Gary Trent Jr.,SG,25,TOR,39,9,25.8,4.3,10.0,.425,2.3,5.5,.417,1.9,4.5,.434,.540,0.7,1.1,.651,0.3,1.9,2.1,1.6,0.8,0.1,0.6,1.2,11.5,2024
474,Oscar Tshiebwe,PF,24,IND,6,0,5.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.8,1.0,.833,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.2,3.5,2024
475,P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,.316,0.3,1.1,.313,0.1,0.2,.333,.447,0.2,0.2,1.000,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3,2024
475,P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0,2024
475,P.J. Tucker,PF,38,LAC,12,0,14.4,0.3,1.2,.286,0.3,0.9,.273,0.1,0.3,.333,.393,0.3,0.3,1.000,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2,2024
476,Myles Turner,C,27,IND,42,42,27.5,6.2,11.8,.528,1.4,4.0,.347,4.8,7.8,.623,.588,3.5,4.3,.801,1.8,5.4,7.1,1.3,0.5,2.0,1.5,3.1,17.3,2024
477,Hunter Tyson,PF,23,DEN,8,0,2.5,0.1,0.5,.250,0.0,0.4,.000,0.1,0.1,1.000,.250,0.0,0.0,,0.0,0.6,0.6,0.1,0.0,0.0,0.0,0.6,0.3,2024
478,Stanley Umude,SG,24,DET,15,0,10.3,1.3,2.9,.455,0.9,1.8,.519,0.4,1.1,.353,.614,1.4,1.5,.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5.0,2024
479,Jonas Valančiūnas,C,31,NOP,43,43,26.5,5.4,9.5,.567,0.7,1.8,.368,4.7,7.7,.613,.601,2.4,3.0,.814,2.6,7.0,9.6,2.3,0.5,1.2,1.4,3.1,13.9,2024
480,Jarred Vanderbilt,PF,24,LAL,23,5,19.1,1.4,3.1,.458,0.2,1.0,.227,1.2,2.2,.560,.493,0.5,0.8,.579,1.3,3.3,4.5,1.0,0.9,0.1,0.7,1.5,3.6,2024
481,Fred VanVleet,PG,29,HOU,40,40,37.0,5.7,14.0,.406,3.1,7.9,.388,2.6,6.1,.430,.516,2.8,3.2,.867,0.4,3.4,3.8,8.5,1.0,0.8,1.6,2.2,17.3,2024
482,Devin Vassell,SG,23,SAS,38,32,31.0,6.5,14.2,.459,2.5,6.8,.364,4.1,7.4,.546,.546,2.4,2.9,.811,0.4,3.1,3.5,3.5,1.2,0.2,1.3,1.1,17.9,2024
483,Sasha Vezenkov,PF,28,SAC,33,0,12.7,2.2,4.8,.456,1.1,2.9,.375,1.1,1.9,.581,.570,0.2,0.3,.700,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.7,2024
484,Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4,2024
485,Nikola Vučević,C,33,CHI,40,38,33.7,7.3,15.5,.469,1.1,4.1,.265,6.2,11.5,.541,.504,1.3,1.5,.864,2.7,8.0,10.7,3.6,0.7,0.7,1.6,2.6,16.9,2024
486,Dean Wade,PF,27,CLE,34,27,22.1,1.9,4.5,.425,1.5,3.8,.400,0.4,0.7,.565,.595,0.4,0.6,.789,0.9,3.6,4.5,0.9,1.0,0.2,0.5,2.1,5.8,2024
487,Franz Wagner,SF,22,ORL,36,36,33.0,7.6,16.3,.468,1.4,4.8,.295,6.2,11.4,.541,.512,4.1,4.7,.859,1.1,4.6,5.7,3.9,1.1,0.3,1.8,2.3,20.7,2024
488,Moritz Wagner,C,26,ORL,42,1,19.0,4.3,7.3,.590,0.5,1.7,.310,3.8,5.6,.675,.626,2.2,2.8,.790,1.6,3.0,4.5,1.3,0.5,0.3,1.2,2.2,11.3,2024
489,Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,2024
490,Jabari Walker,SF,21,POR,38,4,20.4,3.0,6.2,.487,0.6,1.8,.300,2.5,4.4,.566,.532,1.9,2.4,.763,1.8,4.1,5.9,0.9,0.7,0.4,0.9,2.3,8.5,2024
491,Jarace Walker,PF,20,IND,15,0,11.0,1.9,4.3,.438,0.8,2.0,.400,1.1,2.3,.471,.531,0.4,0.5,.857,0.5,1.3,1.9,1.3,0.6,0.3,0.5,1.0,4.9,2024
492,Lonnie Walker IV,SG,25,BRK,24,0,18.8,4.6,9.2,.498,2.3,4.9,.475,2.3,4.3,.524,.624,1.2,1.6,.763,0.2,2.2,2.3,1.4,0.6,0.4,1.2,1.1,12.7,2024
493,Cason Wallace,SG,20,OKC,42,7,21.3,2.6,5.1,.507,1.1,2.6,.414,1.5,2.4,.608,.615,0.5,0.5,.826,0.6,1.6,2.2,1.4,0.7,0.5,0.5,1.7,6.7,2024
494,Jordan Walsh,SF,19,BOS,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
495,P.J. Washington,PF,25,CHO,35,16,28.5,4.7,11.0,.430,1.7,5.4,.321,3.0,5.6,.536,.509,1.4,1.9,.746,1.3,4.0,5.3,2.2,0.9,0.7,1.4,2.7,12.7,2024
496,TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5,2024
497,Yuta Watanabe,SF,29,PHO,25,0,14.6,1.2,3.7,.337,0.9,2.9,.315,0.3,0.8,.421,.462,0.4,0.6,.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.8,2024
498,Lindy Waters III,SG,26,OKC,15,0,7.5,1.1,2.5,.421,1.0,2.4,.417,0.1,0.1,.500,.618,0.0,0.0,,0.1,0.7,0.8,0.7,0.0,0.1,0.1,0.7,3.1,2024
499,Trendon Watford,PF,23,BRK,31,0,12.2,2.3,4.4,.533,0.3,0.9,.357,2.0,3.5,.579,.570,0.8,0.9,.828,0.9,1.9,2.9,1.6,0.5,0.2,0.8,1.6,5.7,2024
500,Peyton Watson,SF,21,DEN,42,2,17.4,2.5,5.4,.471,0.7,2.0,.341,1.9,3.4,.549,.535,1.0,1.4,.702,0.5,2.1,2.6,1.0,0.5,0.9,0.5,1.6,6.7,2024
501,Victor Wembanyama,C,20,SAS,37,37,28.5,7.5,16.1,.464,1.5,5.0,.299,6.0,11.2,.538,.510,3.8,4.8,.807,2.1,7.9,10.0,2.9,1.1,3.2,3.2,2.4,20.3,2024
502,Blake Wesley,SG,20,SAS,22,0,10.0,1.4,2.8,.500,0.0,0.6,.000,1.4,2.2,.633,.500,0.4,0.8,.500,0.3,0.7,1.0,1.9,0.4,0.0,0.4,1.3,3.2,2024
503,Russell Westbrook,PG,35,LAC,41,10,23.3,4.5,9.7,.465,0.7,2.3,.284,3.8,7.3,.522,.499,1.5,2.4,.649,1.6,4.3,5.9,4.8,1.1,0.4,2.2,1.9,11.2,2024
504,Coby White,PG,23,CHI,45,45,35.6,6.7,14.6,.460,2.8,7.0,.403,3.9,7.6,.513,.557,2.5,3.1,.819,0.5,4.1,4.6,5.0,0.7,0.3,2.1,2.4,18.8,2024
505,Derrick White,SG,29,BOS,40,40,32.2,5.5,11.8,.464,2.7,6.6,.404,2.8,5.1,.541,.578,2.4,2.7,.896,0.7,3.4,4.1,4.8,1.1,1.2,1.7,2.2,16.0,2024
506,Cam Whitmore,SF,19,HOU,19,1,15.6,3.5,7.2,.482,1.3,3.2,.393,2.2,4.0,.553,.569,1.1,1.8,.600,0.5,2.6,3.2,0.3,0.7,0.3,0.7,1.3,9.3,2024
507,Aaron Wiggins,SG,25,OKC,39,0,12.6,1.9,3.3,.578,0.5,1.0,.500,1.4,2.3,.611,.652,0.6,0.7,.759,0.6,1.6,2.2,0.9,0.5,0.1,0.5,1.2,4.8,2024
508,Andrew Wiggins,SF,28,GSW,36,25,26.3,4.6,10.9,.422,0.9,3.2,.296,3.6,7.7,.475,.465,1.8,2.6,.685,1.8,2.4,4.2,1.5,0.3,0.4,1.4,2.3,11.9,2024
509,Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,2024
510,Brandon Williams,PG,24,DAL,5,0,6.0,1.2,2.2,.545,0.4,0.6,.667,0.8,1.6,.500,.636,0.4,1.0,.400,0.4,0.6,1.0,1.2,0.2,0.2,0.4,0.2,3.2,2024
511,Grant Williams,PF,25,DAL,39,27,26.6,2.8,6.8,.409,1.7,4.6,.361,1.1,2.2,.512,.532,0.8,1.1,.705,1.0,2.5,3.5,1.7,0.5,0.6,1.0,2.9,8.0,2024
512,Jalen Williams,PF,22,OKC,39,39,32.1,7.3,13.3,.547,1.4,3.0,.458,5.9,10.2,.574,.600,2.9,3.5,.826,0.6,3.5,4.1,4.5,1.1,0.5,1.9,2.7,18.8,2024
513,Jaylin Williams,C,21,OKC,34,0,11.5,1.2,3.1,.385,0.7,2.0,.348,0.5,1.0,.457,.500,0.4,0.4,.933,0.4,2.6,3.0,1.3,0.4,0.3,0.4,1.5,3.5,2024
514,Jeenathan Williams,SG,24,HOU,7,0,7.9,1.4,3.3,.435,0.1,0.4,.333,1.3,2.9,.450,.457,0.6,0.7,.800,0.7,0.1,0.9,0.4,0.3,0.0,0.1,0.7,3.6,2024
515,Kenrich Williams,PF,29,OKC,31,0,15.3,1.8,3.8,.466,0.8,2.0,.397,1.0,1.8,.545,.572,0.1,0.3,.300,0.7,2.2,2.9,1.5,0.6,0.1,0.4,1.5,4.5,2024
516,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,2024
517,Patrick Williams,PF,22,CHI,42,29,27.4,3.7,8.3,.449,1.4,3.4,.413,2.3,4.9,.473,.533,1.2,1.5,.781,1.1,2.7,3.8,1.5,1.0,0.7,1.3,2.0,10.1,2024
518,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,2024
519,Vince Williams Jr.,SG,23,MEM,33,14,23.9,2.3,5.6,.409,1.4,3.8,.362,0.9,1.8,.508,.532,1.5,1.8,.820,1.3,4.1,5.4,2.1,0.8,0.6,1.2,2.3,7.5,2024
520,Ziaire Williams,SF,22,MEM,41,9,18.7,2.7,6.9,.391,1.1,3.5,.322,1.6,3.4,.461,.472,1.2,1.4,.831,0.7,2.6,3.3,1.3,0.6,0.2,1.2,1.7,7.7,2024
521,Zion Williamson,PF,23,NOP,35,35,30.4,8.7,14.8,.588,0.1,0.3,.400,8.6,14.5,.591,.592,4.5,6.8,.655,1.8,3.9,5.7,4.6,1.0,0.4,2.5,2.6,22.0,2024
522,Jalen Wilson,PF,23,BRK,11,0,9.5,1.5,2.9,.500,0.2,0.7,.250,1.3,2.2,.583,.531,1.4,1.4,1.000,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5,2024
523,Dylan Windler,SF,27,TOT,4,0,3.0,0.5,0.8,.667,0.5,0.8,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.5,1.5,2024
523,Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0,2024
523,Dylan Windler,SF,27,LAL,1,0,5.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2024
524,James Wiseman,C,22,DET,29,0,14.6,2.7,3.9,.675,0.0,0.1,.000,2.7,3.9,.688,.675,0.7,1.2,.618,1.4,2.7,4.1,0.6,0.1,0.7,0.9,2.0,6.0,2024
525,Christian Wood,PF,28,LAL,38,1,18.8,2.6,5.5,.471,0.8,2.5,.326,1.8,3.0,.591,.545,1.3,1.9,.699,0.9,4.7,5.6,1.1,0.3,0.8,1.2,1.5,7.4,2024
526,Delon Wright,PG,31,WAS,21,0,17.0,1.7,4.4,.376,0.5,1.4,.367,1.1,3.0,.381,.435,1.0,1.3,.815,0.5,1.8,2.2,3.1,1.4,0.3,0.5,0.9,4.9,2024
527,Thaddeus Young,PF,35,TOR,16,3,12.4,1.8,3.3,.528,0.1,0.3,.250,1.7,3.1,.551,.538,0.3,0.4,.571,0.9,1.6,2.5,2.0,0.9,0.1,0.4,1.4,3.8,2024
528,Trae Young,PG,25,ATL,39,39,36.3,8.3,19.7,.422,3.3,9.0,.364,5.0,10.6,.472,.506,7.0,8.2,.858,0.5,2.5,3.0,10.8,1.4,0.2,4.3,2.0,26.9,2024
529,Omer Yurtseven,C,25,UTA,24,6,10.7,1.6,3.2,.500,0.1,0.6,.200,1.5,2.5,.574,.520,0.3,0.4,.600,1.5,2.8,4.3,0.5,0.2,0.4,0.9,1.4,3.5,2024
530,Cody Zeller,C,31,NOP,30,0,8.6,0.6,1.6,.388,0.0,0.1,.333,0.6,1.5,.391,.398,0.7,1.1,.606,1.2,1.6,2.7,1.0,0.2,0.1,0.4,1.2,2.0,2024
531,Ivica Zubac,C,26,LAC,38,38,27.1,5.3,8.1,.655,0.0,0.0,,5.3,8.1,.655,.655,1.8,2.8,.648,3.3,6.5,9.7,1.3,0.2,1.4,1.1,2.9,12.4,2024
